2024-08-30T16:26:42.861075,16645,436.51171875,16723,392.47265625
2024-08-30T16:26:42.870960,16645,436.58984375,16723,394.578125
2024-08-30T16:26:42.923697,16645,436.59765625,16723,469.1953125
2024-08-30T16:26:42.974401,16645,436.59765625,16723,497.80859375
2024-08-30T16:26:43.025097,16645,436.59765625,16723,553.3046875
2024-08-30T16:26:43.075753,16645,436.59765625,16723,572.5703125
2024-08-30T16:26:43.126334,16645,436.59765625,16723,587.39453125
2024-08-30T16:26:43.176910,16645,436.59765625,16723,600.4140625
2024-08-30T16:26:43.227478,16645,436.59765625,16723,564.1328125
2024-08-30T16:26:43.278092,16645,436.59765625,16723,582.38671875
2024-08-30T16:26:43.328826,16645,436.59765625,16723,586.38671875
2024-08-30T16:26:43.379543,16645,436.59765625,16723,588.38671875
2024-08-30T16:26:43.430245,16645,436.59765625,16723,592.38671875
2024-08-30T16:26:43.480943,16645,436.59765625,16723,596.38671875
2024-08-30T16:26:43.531625,16645,436.59765625,16723,598.38671875
2024-08-30T16:26:43.582304,16645,436.59765625,16723,602.38671875
2024-08-30T16:26:43.632972,16645,436.59765625,16723,604.38671875
2024-08-30T16:26:43.683674,16645,436.59765625,16723,608.38671875
2024-08-30T16:26:43.734394,16645,436.59765625,16723,610.38671875
2024-08-30T16:26:43.785100,16645,436.59765625,16723,614.38671875
2024-08-30T16:26:43.835757,16645,436.59765625,16723,618.38671875
2024-08-30T16:26:43.886452,16645,436.59765625,16723,620.38671875
2024-08-30T16:26:43.937134,16645,436.59765625,16723,624.38671875
2024-08-30T16:26:43.987819,16645,436.59765625,16723,626.38671875
2024-08-30T16:26:44.038493,16645,436.59765625,16723,628.80859375
2024-08-30T16:26:44.089126,16645,436.59765625,16723,552.0390625
2024-08-30T16:26:44.139737,16645,436.59765625,16723,605.91015625
2024-08-30T16:26:44.190291,16645,436.59765625,16723,624.98828125
2024-08-30T16:26:44.240808,16645,436.59765625,16723,639.4296875
2024-08-30T16:26:44.291340,16645,436.59765625,16723,652.3203125
2024-08-30T16:26:44.341874,16645,436.59765625,16723,618.57421875
2024-08-30T16:26:44.392403,16645,436.59765625,16723,603.83203125
2024-08-30T16:26:44.442956,16645,436.59765625,16723,660.703125
2024-08-30T16:26:44.493477,16645,436.59765625,16723,660.9609375
2024-08-30T16:26:44.544062,16645,436.59765625,16723,661.4765625
2024-08-30T16:26:44.594631,16645,436.59765625,16723,661.4765625
2024-08-30T16:26:44.645148,16645,436.59765625,16723,661.4765625
2024-08-30T16:26:44.695865,16645,436.59765625,16723,676.9609375
2024-08-30T16:26:44.746682,16645,436.59765625,16723,698.9609375
2024-08-30T16:26:44.797484,16645,436.59765625,16723,712.92578125
2024-08-30T16:26:44.848287,16645,436.59765625,16723,716.98046875
2024-08-30T16:26:44.899118,16645,436.59765625,16723,637.390625
2024-08-30T16:26:44.949910,16645,436.59765625,16723,543.828125
2024-08-30T16:26:45.000603,16645,436.59765625,16723,567.41796875
2024-08-30T16:26:45.051401,16645,436.59765625,16723,585.77734375
2024-08-30T16:26:45.102153,16645,436.59765625,16723,598.69921875
2024-08-30T16:26:45.152837,16645,436.59765625,16723,607.59375
2024-08-30T16:26:45.203605,16645,436.59765625,16723,583.6953125
2024-08-30T16:26:45.254287,16645,436.59765625,16723,588.46484375
2024-08-30T16:26:45.305014,16645,436.59765625,16723,592.46484375
2024-08-30T16:26:45.355704,16645,436.59765625,16723,594.46484375
2024-08-30T16:26:45.406388,16645,436.59765625,16723,598.46484375
2024-08-30T16:26:45.457075,16645,436.59765625,16723,600.46484375
2024-08-30T16:26:45.507781,16645,436.59765625,16723,604.46484375
2024-08-30T16:26:45.558508,16645,436.59765625,16723,608.46484375
2024-08-30T16:26:45.609209,16645,436.59765625,16723,610.46484375
2024-08-30T16:26:45.659870,16645,436.59765625,16723,614.46484375
2024-08-30T16:26:45.710593,16645,436.59765625,16723,616.46484375
2024-08-30T16:26:45.761346,16645,436.59765625,16723,620.46484375
2024-08-30T16:26:45.811969,16645,436.59765625,16723,622.46484375
2024-08-30T16:26:45.862530,16645,436.59765625,16723,626.46484375
2024-08-30T16:26:45.913078,16645,436.59765625,16723,628.46484375
2024-08-30T16:26:45.963630,16645,436.59765625,16723,632.46484375
2024-08-30T16:26:46.014230,16645,436.59765625,16723,621.359375
2024-08-30T16:26:46.064971,16645,436.59765625,16723,580.609375
2024-08-30T16:26:46.115747,16645,436.59765625,16723,614.15625
2024-08-30T16:26:46.166561,16645,436.59765625,16723,631.875
2024-08-30T16:26:46.217391,16645,436.59765625,16723,644.73828125
2024-08-30T16:26:46.268150,16645,436.59765625,16723,656.85546875
2024-08-30T16:26:46.318917,16645,436.59765625,16723,624.55859375
2024-08-30T16:26:46.369709,16645,436.59765625,16723,601.859375
2024-08-30T16:26:46.420453,16645,436.59765625,16723,557.78125
2024-08-30T16:26:46.471223,16645,436.59765625,16723,517.38671875
2024-08-30T16:26:46.521994,16645,436.59765625,16723,605.69140625
2024-08-30T16:26:46.572835,16645,436.59765625,16723,636.9140625
