,Method,Feat set,Model params,CV Mean RMSE (10-fold),CV Std RMSE (10-fold),CV Mean R2 (10-fold),CV Std R2 (10-fold),CV Mean Pearson (10-fold),CV Std Pearson (10-fold),Test 1 RMSE,Test 1 R2,Test 1 Pearson,Test 2 RMSE,Test 2 R2,Test 2 Pearson,Test 3 RMSE,Test 3 R2,Test 3 Pearson
0,TPOT,all_feat,"Pipeline(steps=[('lassolarscv', LassoLarsCV(normalize=True))])",1.513,0.051,0.378,0.021,0.62,0.019,1.278,0.178,0.478,1.65,0.252,0.502,2.402,0.016,0.253
