2024-08-30T14:12:21.977836,28621,368.59765625
2024-08-30T14:12:21.980913,28621,368.59765625
2024-08-30T14:12:22.032449,28621,368.59765625
2024-08-30T14:12:22.083051,28621,368.59765625
2024-08-30T14:12:22.133467,28621,368.59765625
2024-08-30T14:12:22.183950,28621,368.59765625
2024-08-30T14:12:22.234512,28621,368.59765625
2024-08-30T14:12:22.285077,28621,368.59765625
2024-08-30T14:12:22.335567,28621,368.59765625
2024-08-30T14:12:22.386133,28621,368.59765625
2024-08-30T14:12:22.436718,28621,368.59765625
2024-08-30T14:12:22.487279,28621,368.59765625
2024-08-30T14:12:22.537847,28621,368.59765625
2024-08-30T14:12:22.588406,28621,368.59765625
2024-08-30T14:12:22.638999,28621,368.59765625
2024-08-30T14:12:22.689559,28621,368.59765625
2024-08-30T14:12:22.740058,28621,368.59765625
2024-08-30T14:12:22.790670,28621,368.59765625
2024-08-30T14:12:22.841280,28621,368.59765625
2024-08-30T14:12:22.891884,28621,368.59765625
2024-08-30T14:12:22.942489,28621,368.59765625
2024-08-30T14:12:22.993088,28621,368.59765625
2024-08-30T14:12:23.043699,28621,368.59765625
2024-08-30T14:12:23.094303,28621,368.59765625
2024-08-30T14:12:23.144903,28621,368.59765625
2024-08-30T14:12:23.195484,28621,368.59765625
2024-08-30T14:12:23.246061,28621,368.59765625
2024-08-30T14:12:23.296642,28621,368.59765625
2024-08-30T14:12:23.347208,28621,368.59765625
2024-08-30T14:12:23.397750,28621,368.59765625
2024-08-30T14:12:23.448236,28621,368.59765625
2024-08-30T14:12:23.498802,28621,368.59765625
2024-08-30T14:12:23.549374,28621,368.59765625
2024-08-30T14:12:23.599945,28621,368.59765625
2024-08-30T14:12:23.650512,28621,368.59765625
2024-08-30T14:12:23.701076,28621,368.59765625
2024-08-30T14:12:23.751645,28621,368.59765625
2024-08-30T14:12:23.802247,28621,368.59765625
2024-08-30T14:12:23.852755,28621,368.59765625
2024-08-30T14:12:23.903247,28621,368.59765625
2024-08-30T14:12:23.953814,28621,368.59765625
2024-08-30T14:12:24.004381,28621,368.59765625
2024-08-30T14:12:24.054972,28621,368.59765625
2024-08-30T14:12:24.105487,28621,368.59765625
2024-08-30T14:12:24.156091,28621,368.59765625
2024-08-30T14:12:24.206627,28621,368.59765625
2024-08-30T14:12:24.257187,28621,368.59765625
2024-08-30T14:12:24.307752,28621,368.59765625
2024-08-30T14:12:24.358242,28621,368.59765625
2024-08-30T14:12:24.408803,28621,368.59765625
2024-08-30T14:12:24.459282,28621,368.59765625
2024-08-30T14:12:24.509843,28621,368.59765625
2024-08-30T14:12:24.560406,28621,368.59765625
2024-08-30T14:12:24.610997,28621,368.59765625
2024-08-30T14:12:24.661559,28621,368.59765625
2024-08-30T14:12:24.712128,28621,368.59765625
2024-08-30T14:12:24.762694,28621,368.59765625
2024-08-30T14:12:24.813269,28621,368.59765625
2024-08-30T14:12:24.863866,28621,368.59765625
2024-08-30T14:12:24.914435,28621,368.59765625
2024-08-30T14:12:24.964932,28621,368.59765625
2024-08-30T14:12:25.015421,28621,368.59765625
2024-08-30T14:12:25.065920,28621,368.59765625
2024-08-30T14:12:25.116508,28621,368.59765625
2024-08-30T14:12:25.167086,28621,368.59765625
2024-08-30T14:12:25.217651,28621,368.59765625
2024-08-30T14:12:25.268232,28621,368.59765625
2024-08-30T14:12:25.318801,28621,368.59765625
2024-08-30T14:12:25.369358,28621,368.59765625
2024-08-30T14:12:25.419925,28621,368.59765625
2024-08-30T14:12:25.470481,28621,368.59765625
2024-08-30T14:12:25.521062,28621,368.59765625
2024-08-30T14:12:25.571626,28621,368.59765625
2024-08-30T14:12:25.622188,28621,368.59765625
2024-08-30T14:12:25.672755,28621,368.59765625
2024-08-30T14:12:25.723314,28621,368.59765625
2024-08-30T14:12:25.773805,28621,368.59765625
2024-08-30T14:12:25.824318,28621,368.59765625
2024-08-30T14:12:25.874829,28621,368.59765625
2024-08-30T14:12:25.925268,28621,368.59765625
2024-08-30T14:12:25.975799,28621,368.59765625
2024-08-30T14:12:26.026361,28621,368.59765625
2024-08-30T14:12:26.076931,28621,368.59765625
2024-08-30T14:12:26.127433,28621,368.59765625
2024-08-30T14:12:26.177914,28621,368.59765625
2024-08-30T14:12:26.228376,28621,368.59765625
2024-08-30T14:12:26.278844,28621,368.59765625
2024-08-30T14:12:26.329282,28621,368.59765625
2024-08-30T14:12:26.379724,28621,368.59765625
